제목,작성일,조회수,분류,docid,mtgHmeDd,sno,mtgMtrRegSno,popup_url
류마티스 관절염 등으로 레미케이드주 1회 투여 후 오심과 어지럼증 등 부작용을 이유로 변경 투여한 맙테라주 인정여부,2014-01-29,338,공개사례,,,,,
말단거대증 및 뇌하수체 거인증으로 수술 받은 환자에서 경구 당부하에 의한 성장호르몬 억제검사 실시 없이 투여한 산도스타틴라르주(Octreotide LAR) 인정여부,2014-01-29,247,공개사례,,,,,
동일 병변에 대하여 부위를 달리하여 천두술 시행 시 수가산정방법,2014-01-29,279,공개사례,,,,,
"진료내역 참조, 자473나 간질수술-측두엽절제술과 자463가(1) 종양절제를 위한 개두술(천막상부)-단순 동시 산정 시 수가산정방법",2014-01-29,223,공개사례,,,,,
진료내역 참조하여 다412-1 뇌정위적방사선수술(감마나이프) 인정여부,2014-01-29,308,공개사례,,,,,
"진료내역 참조, 유전성 응고인자 9번 결핍증 혈우병 환자에게 투여된 노보세븐알티주(성분명:eptacog alfa(activated)) 인정여부",2014-01-29,305,공개사례,,,,,
"진료내역 참조, 유전성 응고인자 9번 결핍증 혈우병 환자에게 투여된 노보세븐알티주(성분명:eptacog alfa(activated)) 및 훼이바주(성분명:anti-inhibitor coagulant complex) 인정여부",2014-01-29,276,공개사례,,,,,
"진료내역 참조, 유전성 응고인자 8번 결핍증 혈우병 환자에게 투여된 노보세븐알티주(성분명:eptacog alfa(activated)) 및 훼이바주(성분명:anti-inhibitor coagulant complex) 인정여부",2014-01-29,228,공개사례,,,,,
척추수술로 인한 Dura Tearing Repair에 사용한 Duraseal Dural Sealant System 등 치료재료 인정여부,2014-01-29,483,공개사례,,,,,
"[자동차보험] [13-5-A-9] 진료내역 참조, 신경차단술 등 인정여부(3사례)",2014-01-03,733,공개사례,,,,,
"[자동차보험] [13-3-A-5] 환자상태 참조, 수상 초기 촬영한 CTㆍMRI 인정여부(8사례)",2014-01-03,612,공개사례,,,,,
"[자동차보험] [13-4-A-8] 환자증상 및 상태 참조, MRI 촬영 인정여부(1사례)",2014-01-03,333,공개사례,,,,,
"수술기록 참조, 상세불명의 합지증 상병에 시행한 수술료 인정여부",2013-12-31,261,공개사례,,,,,
비골의 폐쇄성골절 상병에 ‘비골골절 비관혈적정복술(자35가)’과 ‘비중격교정술 또는 성형술(자-100가 또는 자-100나)’을 동시에 시행한 경우 수술료와 입원기간 인정여부,2013-12-31,351,공개사례,,,,,
"진료내역참조, 실신(Syncope)에 시행한 자200-2가 심율동전환제세동기(ICD)거치술(경정맥)-삽입술 및 재료대 요양급여 인정여부",2013-12-31,227,공개사례,,,,,
"진료내역참조, 심정지(Cardiac arrest)가 확인되지 않은 상태로 임상전기생리학적검사(EPS)에서 심실세동(Ventricular Fibrillation,VF)이 유발되어 실시한 심율동전환제세동기(ICD)거치술(경정맥)-삽입술 및 재료대 요양급여 인정여부",2013-12-31,242,공개사례,,,,,
"[자동차보험] [13-2-B-1] 침전기자극술, 약침술, 한방물리요법 등 다종 실시된 시술료 인정여부(4사례)",2013-12-12,446,공개사례,,,,,
"[자동차보험] [13-2-B-2] 침전기자극술, 약침술, 한방물리요법 등 장기 실시된 시술료 인정여부(2사례)",2013-12-12,355,공개사례,,,,,
"[자동차보험] [13-2-B-3] 경근수기요법, 추나요법, 운동치료 등 다종치료가 결합된 “일일교정”요법 인정여부(1사례)",2013-12-12,214,공개사례,,,,,
[자동차보험] [13-2-B-4] 진료내역 참조 첩약 인정여부(3사례),2013-12-12,378,공개사례,,,,,
노인성 눈꺼풀피부늘어짐 및 경도의 퇴행성 안검하수증 상병에 실시한 안검하수증-근절제술 인정여부,2013-11-29,533,공개사례,,,,,
"성대의 기타질환, 후두의 부종 상병에 다빈도 실시된 자758-1 후두미세진동검사법(Stroboscopy) 인정여부",2013-10-31,305,공개사례,,,,,
하비갑개점막하절제술과 동시 시행한 외향비갑개골절술 인정여부,2013-10-31,289,공개사례,,,,,
죽상경화증 상병에 Femoral-Femoral bypass and Femoral-Popliteal bypass(above knee) 시행 시 수가 산정방법,2013-10-31,237,공개사례,,,,,
"진료내역 참조, 대동맥판막성형술(자178다)의 요양급여 인정여부",2013-09-30,205,공개사례,,,,,
수술내역 참조 경부림프절청소술(자-211) 산정방법,2013-08-30,279,공개사례,,,,,
"자96다 비강,부비동악성종양적출술(두개안면절제)시 시행된 자463가(1) 종양절제를위한개두술(천막상부-단순)의 별도 인정여부",2013-08-30,259,공개사례,,,,,
코통기도 검사와 음향코통기도 검사를 동시에 실시한 경우 인정여부 및 인정범위,2013-08-30,260,공개사례,,,,,
"진료내역 및 영상자료 참조, 견갑하근 건의 부분 파열에 실시한 봉합술 인정여부",2013-08-30,331,공개사례,,,,,
하지수술 시행 시 마취목적으로 다종 실시한 바24 척수신경말초지차단술의 수가산정방법,2013-08-30,448,공개사례,,,,,
"진료내역 및 영상자료 참조, 안쪽 복사의 골절 등 상병에 실시한 피브린글루를 이용한 자가유래연골세포이식술 및 콘드론 인정여부",2013-08-30,277,공개사례,,,,,
"진료내역 참조, 대동맥판막성형술(자178다)의 요양급여 인정여부",2013-08-30,224,공개사례,,,,,
타각적청력역치측정검사(Auditory Brainstem Response Threshold Test)와 순음청력검사(Pure Tone Audiometry) 결과가 상이한 경우 인공와우 인정여부,2013-07-31,175,공개사례,,,,,
이명 환자에게 타각적청력역치측정검사(ABR) 후 청신경종양 등을 의심하여 촬영한 MRI인정여부,2013-07-31,262,공개사례,,,,,
임상적 타당성을 인정받지 못한 심율동 전환 제세동기(ICD) 거치술(경정맥)-삽입술의 2차적 시술-심율동 전환 제세동기 거치술(경정맥)-교환술의 요양급여 인정여부,2013-07-31,220,공개사례,,,,,
조직검사 없이 간세포암 진단 후 투여한 넥사바정 인정여부,2013-07-31,323,공개사례,,,,,
직결장암(stage I) 상병에 수술 후 보조요법(adjuvant)으로 투여된 5-에프유주 + 페르본주사 인정여부,2013-07-31,235,공개사례,,,,,
자473가(1) 진단을 위한 전극삽입 후 간질병소 수술 없이 전극만 제거 시 수가산정방법,2013-07-31,223,공개사례,,,,,
"진료내역 참조,‘자473가(1) 간질수술(진단을위한전극삽입)-관혈적’시 사용한 CORTICAL ELECTRODE 등 치료재료 인정여부",2013-07-31,215,공개사례,,,,,
"진료내역 참조, 대동맥판막성형술(자178다)의 요양급여 인정여부",2013-07-31,209,공개사례,,,,,
"간질 및 ADHD로 약물치료 중인 환아의 부모에게 추적검사로 시행하고 청구한 K-CBCL, CONNERS, SNAP-Ⅳ 인정여부",2013-07-31,282,공개사례,,,,,
"간질 단독상병으로 내원한 환아 및 환아 부모에게 시행한 나620지능검사,     너701 증상 및 행동 평가 척도검사 등 다종검사 실시 인정여부 (2사례)",2013-07-31,312,공개사례,,,,,
"진료내역 참조, 대동맥판막성형술(자178다)의 요양급여 인정여부",2013-06-28,208,공개사례,,,,,
기존 만성B형간염치료제에서 내성이 확인되지 않은 경우에 테노포비어 경구제(품명: 비리어드정)로 교체 시 인정여부에 대하여,2013-05-06,398,공개사례,,,,,
위(stomach) 내시경적 점막하 박리절제술(ESD) 시술 후 발생한 유문부 협착에 대해 풍선확장법(자764나)시 2~3개/일 사용한 풍선카테터 인정여부,2013-04-30,235,공개사례,,,,,
"진료내역 참조, Hybrid NOTES(Natural Orifice Transluminal Endoscopic Surgery) 시행 후 산정한 수술료 및 재료대 등 인정여부(2사례)",2013-04-30,279,공개사례,,,,,
"확장성 심근병증, 심부전 등 상병에 실시한 심율동 전환 제세동기 거치술(경정맥)-삽입술 및 재료대 요양급여 인정여부",2013-04-30,230,공개사례,,,,,
"치석제거 등 치주치료 후에 시행되는 차4 지각과민처치 나 [레이저치료, 상아질접착제 도포의 경우] 요양급여 인정여부",2013-03-29,810,공개사례,,,,,
미주신경자극기의 전기자극기(Pulse Generator) 교환 수기료 산정방법,2013-03-29,250,공개사례,,,,,
2 부위의 내경동맥에 시행한 뇌동맥류수술(경부 Clipping) 수기료 산정방법,2013-03-29,312,공개사례,,,,,
설유착증에 일률적으로 실시한 설단소증 수술(간단한 것) 요양급여 인정여부(8사례),2013-01-31,270,공개사례,,,,,
악성뇌교종(Malignant glioma) 상병에 종양제거술 후 잔여종양에 시행한 뇌정위적방사선수술 요양급여 인정여부,2012-12-28,232,공개사례,,,,,
진료내역 및 영상자료 등 참조 자206 광범위정맥류발거술(스트리핑) 요양급여 인정여부(3사례),2012-12-28,101,공개사례,,,,,
ABO 불일치 신장이식 전ㆍ후 시행한 혈장교환술 및 혈액형항체역가검사 인정횟수,2012-11-30,265,공개사례,,,,,
"두경부암(혓바닥, 비인두, 입의 악성신생물)에 토르소촬영 후 두부 및 경부에 추가촬영한 양전자단층촬영(PET) 요양급여 인정여부(5사례)",2012-11-30,247,공개사례,,,,,
"진료내역 참조, 악성림프종 또는 폐암에 토르소 촬영 후 추가 촬영한 하지 또는 뇌 양전자단층촬영(PET) 요양급여 인정여부(3사례)",2012-11-30,247,공개사례,,,,,
감각신경성난청에 실시한 인공와우(Artificial Ear Cochlear Implant) 요양급여 인정여부,2012-11-30,241,공개사례,,,,,
감각신경성난청에 실시한 인공와우(Artificial Ear Cochlear Implant)에 대하여 (2사례),2012-11-30,230,공개사례,,,,,
"진료내역 참조, 위 절제술 또는 직장 및 에스장절제술과 동시 산정된 자281 장관유착박리술 요양급여 인정여부(4사례)",2012-11-30,263,공개사례,,,,,
편측에 2부위 이상 실시한 자680 비촉지유방종양침위치결정술의 수가산정방법(2사례),2012-11-30,303,공개사례,,,,,
"알레르기비염환자에게 시행한 나232 MAST법에 의한 면역글로불린E 2종(Food, Inhalant) 요양급여 인정여부",2012-10-31,752,공개사례,,,,,
"완전방실차단, 심실성 빈맥에 실시한 심율동전환제세동기거치술(경정맥)-삽입술 및 재료대 인정여부",2012-10-31,242,공개사례,,,,,
진료내역 참조 다종의 항체 검사 요양급여 인정여부(3사례),2012-09-28,355,공개사례,,,,,
간질 발작시 발생한 발작성 심장무수축(ictal asystole)에 실시한 경정맥 체내용 심박기거치술 및 치료재료 요양급여 인정여부,2012-08-31,217,공개사례,,,,,
"심실성빈맥, 협심증, 완전방실차단 등에 시행한 심율동전환제세동기(ICD) 거치술(경정맥)-삽입술 및 치료재료 요양급여 인정여부",2012-08-31,205,공개사례,,,,,
경추의 퇴행성 질환에 시행한 전ㆍ후방 척추수술의 의학적 타당성에 대하여,2012-08-31,226,공개사례,,,,,
진료내역 참조 신증후군 등 상병에 투여한 알부민주 인정여부,2012-07-31,381,공개사례,,,,,
만성 골수성 백혈병 상병에 글리벡(imatinib mesylate) 투여 중 교체 투여한 스프라이셀(dasatinib) 요양급여 인정여부,2012-07-31,350,공개사례,,,,,
"진료내역 참조, 저21 자가 지방 혹은 진피-지방이식술의 요양급여 인정여부(3사례)",2012-07-31,280,공개사례,,,,,
비(非) 심장수술 전 시행한 다329나 심근 단일광자전산화단층촬영(Myocardial SPECT) 요양급여 인정여부(3사례),2012-07-31,239,공개사례,,,,,
동정맥루 폐색 상병에 자663가(3) 경피적 혈전제거술(혈전용해술-기타혈관)과 자659마 경피적 풍선혈관성형술(기타혈관) 동시 산정 시 인정여부(2사례),2012-07-31,351,공개사례,,,,,
"상세불명의 심장정지, 심실성 빈맥에 실시한 심율동전환제세동기(ICD) 거치술(경정맥)-삽입술 요양급여 인정여부",2012-06-29,211,공개사례,,,,,
"인공소생술로 성공한 심장정지, 심실세동에 실시한 심율동전환제세동기(ICD) 거치술(경정맥)-삽입술 요양급여 인정여부",2012-06-29,205,공개사례,,,,,
유방암 상병에 수술 및 Anthracycline계 약물을 포함한 보조화학요법 후 투여된 젬자주 + 탁솔주 요양급여 인정여부,2012-06-29,261,공개사례,,,,,
차29 교합조정술 수가산정방법 및 치주질환 또는 TMJ 질환에 선행처치로 시행된 교합조정술 요양급여 인정여부,2012-06-29,343,공개사례,,,,,
자가혈(또는 자가혈청)을 이용한 증식치료 및 자가혈소판풍부혈장치료술 관련 민원처리 방안,2012-05-23,1059,공개사례,,,,,
"진료내역 참조, 인공와우이식술(Artificial Ear Cochlear Implant) 요양급여 인정여부",2012-05-23,232,공개사례,,,,,
"진료내역 참조, 인공와우이식술(Artificial Ear Cochlear Implant) 요양급여 인정여부",2012-05-23,234,공개사례,,,,,
크론병에 13개월만에 재투여한 레미케이드주(성분명: infliximab) 인정여부,2012-05-23,328,공개사례,,,,,
자480-1 뇌기저부수술 수가산정의 타당성에 대하여(4사례),2012-04-30,233,공개사례,,,,,
"자480-1 뇌기저부수술 수가산정의 타당성 및 자117-1 전두동,사골동,상악동근본수술  별도 인정여부",2012-04-30,218,공개사례,,,,,
뇌하수체의 양성신생물 상병에 1차 치료로 시행한 뇌정위적방사선수술 요양급여 인정여부,2012-04-30,222,공개사례,,,,,
직장의 악성 신생물 등 상병에 ‘자292나(1) 직장 및 에스장절제술(저위전방절제)-림프절 청소를 포함하는 것’과 동시에 산정한 ‘자415-2 골반 및 대동맥주위 림프절절제술’인정여부,2012-04-30,223,공개사례,,,,,
구불결장의 악성신생물 상병에 ‘자292가(1) 직장및에스장절제술(전방절제)-림프절 청소를 포함하는 것’과 동시에 산정한 ‘자415-2골반 및 대동맥주위 림프절절제술’ 인정여부,2012-04-30,210,공개사례,,,,,
유방암 환자에게 AI(Aromatase Inhibitor) 투여 전 및 투여 중 실시하는 골밀도 검사 인정여부,2012-04-30,287,공개사례,,,,,
간이식 후 예방 목적으로 투여된 조비락스정(성분명: Acyclovir) 요양급여 인정여부,2012-03-30,248,공개사례,,,,,
담관암에 병발된 급성 췌장염에 장기간 투여한 우리스틴주(Ulinastatin) 요양급여 인정여부,2012-02-29,251,공개사례,,,,,
간질지속상태에 투여된 고용량 pentobarbital sodium(품명: 엔토발주) 요양급여 인정여부,2012-02-29,308,공개사례,,,,,
뇌경색증 상병에 MRI 촬영 당일 시행한 Brain CT 요양급여 인정여부,2012-02-29,421,공개사례,,,,,
브루가다 증후군(Brugada syndrome)에 실시한 심율동 전환 제세동기 거치술(경정맥)-삽입술 및 치료재료 요양급여 인정여부,2012-02-29,127,공개사례,,,,,
"심실세동, 변이형 협심증(의증)에 실시한 심율동 전환 제세동기 거치술(경정맥)-삽입술 및 치료재료 요양급여 인정여부",2012-02-29,235,공개사례,,,,,
소아 간질에 투여한 리리카캡슐(성분명: Pregabalin)의 요양급여 인정여부,2012-01-31,389,공개사례,,,,,
대동맥박리 등 상병에 청구한 경피적 혈관내스텐트-이식 설치술[대동맥](자661가)의 요양급여 인정여부(2사례),2012-01-31,284,공개사례,,,,,
병리조직검사에서 확인된 역형성상세포종(Anaplastic astrocytoma)에 방사선치료와 병행하여 투여한 테모달(성분명: Temozolomide)의 요양급여 인정여부,2012-01-31,248,공개사례,,,,,
난소암에 시행한 모노탁셀주(성분명: docetaxel) 주단위요법의 요양급여 인정여부,2012-01-31,224,공개사례,,,,,
식도암 상병에 자240나 식도악성종양근치수술 및 자236-1나 식도 절제 후 재건술(위이용)과 동시 산정된 자259마(1)위아전절제술(근위부절제)에 대하여,2011-12-28,211,공개사례,,,,,
식도암 상병에 자240나 식도악성종양근치수술 및 자236-1마 식도 절제 후 재건술(대장이용)과 동시 산정된 자259다(1)위아전절제술(유문부보존) 및 자동봉합기 인정개수에 대하여,2011-12-28,221,공개사례,,,,,
식도 및 위 원발암 상병에 자240다 식도악성종양근치수술 및 자236-1다 식도 절제 후 재건술(공장이용)과 동시 산정된 자253나(1)위전절제술(흉복부 접근)에 대하여,2011-12-28,208,공개사례,,,,,
"척추수술 전 시행하는 뇌유발전위검사[SEP(체성감각유발전위), MEP(운동유발전위)] 및 척추수술 중 신경생리추적감시검사 인정범위에 대하여",2011-11-30,329,공개사례,,,,,
카사이수술 후 발생한 담도염 치료 및 예방을 위해 투여된 항생제에 대하여,2011-11-30,277,공개사례,,,,,
"진료내역 및 영상자료 등 참조, 추간판의 퇴행성변화에 따른 경추 추간판전치환술에 대하여",2011-11-30,265,공개사례,,,,,
"진료내역 및 영상자료 등 참조, 감염성 척추질환 진단하에 실시된 척추수술에 대하여",2011-11-30,290,공개사례,,,,,
하인두 악성신생물 등 상병에 후두 전적출 및 하인두 부분적출술(자125-1× 100%)과 동시 산정된 기관개창술(자134가-기타× 50%)에 대하여,2011-10-31,214,공개사례,,,,,
"코수술(Endoscopic Sinus Surgery, Septoplasty 등)을 하고 1~2일 후에 산정한 자99나 비출혈지혈법(전비공팩킹, 복잡한 것)에 대하여(2사례)",2011-10-31,758,공개사례,,,,,
"고실성형술, 이하선종양적출술 등에 시행한 수술중 신경생리추적감시(너681)에 대하여",2011-10-31,446,공개사례,,,,,
Falx meningioma 등 small size의 뇌양성종양 상병에 시행한 뇌정위적방사선수술에 대하여(3사례),2011-09-30,227,공개사례,,,,,
뇌의 전이성(속발성) 악성신생물 상병에 시행한 뇌정위적방사선수술에 대하여(2사례),2011-09-30,217,공개사례,,,,,
혈관봉합용 Clip(ANASTOCLIP VCS)의 경막봉합에 대한 인정여부,2011-09-30,253,공개사례,,,,,
간이식(재이식) 후 간기능 부전에 시행한 혈장교환술에 대하여,2011-09-30,267,공개사례,,,,,
진료내역 참조 자206다(2) 광범위정맥류발거술(스트리핑)의 의학적 타당성에 대하여,2011-09-30,376,공개사례,,,,,
"진료내역 비교, 심실상 빈맥, 동기능부전증후군 상병에 부정맥 고주파절제술과 동시에 시행한 심박기 거치술에 대하여",2011-08-31,218,공개사례,,,,,
"진료내역 비교, 비대성 심근병증, 동기능부전증후군, 심방세동에 심박기거치술(DDDR type) 시행 후 동일 날 실시한 부정맥 고주파절제술(His bundle ablation)에 대하여",2011-08-31,212,공개사례,,,,,
헵세라 내성으로 변경 투여된 헵세라와 바라크루드 0.5mg 병용투여에 대하여,2011-08-31,226,공개사례,,,,,
강직성척추염 및 류마티스관절염 상병에 투여한 레미케이드주사(성분명: Infliximab)에 대하여,2011-07-27,399,공개사례,,,,,
강직성척추염 상병에 휴미라주(성분명: adalimumab)를 최초 평가 이전에 휴약(3개월 초과) 후 재투여 시 급여 인정여부,2011-07-27,358,공개사례,,,,,
"「척추경나사(pedicle screw system)를 이용한 척추고정술 인정기준」 중 ‘방출성(불안정성) 척추 골절’의 후만각, 압박률, 척추관 침습의 측정 방법에 대하여",2011-07-27,262,공개사례,,,,,
척추전방전위증 상병에 시행한 후방추체간유합술(PLIF) 수가산정방법에 대하여,2011-07-27,491,공개사례,,,,,
요실금수술 치료재료 SISTEMA REMEEX 인정기준에 대하여,2011-06-29,222,공개사례,,,,,
눈물길 협착 상병에 누낭비강문합술 수술 전 시행한 안와 CT의 타당성에 대하여,2011-06-29,232,공개사례,,,,,
나-681 세극등현미경 검사(Slit-Lamp Bio- microscopy)와 너-791 각막생체염색하 세극등현미경검사(Slit-Lamp Biomicroscopy) 동시 산정 시 동 수가의 각각 산정 인정여부에 대하여,2011-06-29,272,공개사례,,,,,
"하1 경혈침술(2부위 이상)에 사암침, 오행침, 체질침을 병행한 경우의 수가산정방법에 대하여(2사례)",2011-06-29,332,공개사례,,,,,
성문상역 악성 신생물(supraglottic Ca) 등으로 수술 후 3주만에 촬영한 MRI에 대하여,2011-05-31,216,공개사례,,,,,
하악골 골절수술에 사용된 금속판(Plate)제거 시 산정된 차97 악골내고정용 금속제거술에 대한 수가산정방법에 대하여,2011-05-31,291,공개사례,,,,,
저체중 출산아의 기관지폐 형성 이상 등 상병에 산정된 사40 양위양압호흡치료에 대하여,2011-05-31,306,공개사례,,,,,
진료내역 및 환자상태 참조 체외순환막형산화요법(ECMO)의 타당성에 대하여(3사례),2011-05-31,323,공개사례,,,,,
실신으로 임상전기생리학적검사에서 유도된 심실세동에 시행한 ICD 삽입술 및 치료재료에 대하여,2011-04-29,215,공개사례,,,,,
무릎관절증 상병에 시행한 바24거 대퇴신경차단술(femoral nerve block)에 대하여,2011-04-29,409,공개사례,,,,,
"진료내역 참조, 바25자 척추신경총, 신경근 및 신경절차단술(후지내측지)의 의학적 타당성에 대하여",2011-04-29,497,공개사례,,,,,
Facet Joint block 시 추간관절내로 조영제를 주입하는 행위의 별도 인정여부에 대하여,2011-04-29,498,공개사례,,,,,
폐경기증후군에 호르몬대체요법(HRT) 시 사전 및 추적검사로 시행하는 유방촬영에 대하여,2011-03-31,384,공개사례,,,,,
"진료내역 비교, 신생아 호흡곤란 증후군 등 상병에 실시한 NCPAP(Nasal Continuous Positive Airway Pressure)요법의 수가 산정방법에 대하여",2011-03-31,309,공개사례,,,,,
어깨의 유착성피막염 상병에 산정된 자78 비관혈관절수동술에 대하여,2011-02-28,650,공개사례,,,,,
진단적 신경차단술과 고주파열응고술(RF: Radiofrequency)의 적정 시술간격에 대하여,2011-02-28,311,공개사례,,,,,
장기이식 후 시행한 mycophenolate mofetil 경구제(품명:셀셉트캅셀 등)의 약물농도검사에 대하여,2011-02-28,230,공개사례,,,,,
정위적방사선분할치료(FSRT)와 병용 투여된 테모달에 대하여,2011-02-28,227,공개사례,,,,,
심박수변동부전(chronotropic incompetence)에 시행한 경정맥 체내용 심박기 거치술 및 치료재료에 대하여,2011-02-28,54,공개사례,,,,,
침시술법 참조 하1 경혈침술 및 하8 투자법침술 인정여부에 대하여,2011-01-31,378,공개사례,,,,,
"진료내역 참조, 자가 지방 혹은 진피-지방이식술(저21)의 요양급여 여부에 대하여",2010-11-19,235,공개사례,,,,,
소아에서 우측 인공와우 이식 후 6주만에 좌측에 시행한 인공와우(Artificial Ear Cochlear Implant) 요양급여에 대하여,2010-11-19,222,공개사례,,,,,
"진료내역 비교, 특발성 심실빈맥(Idiopathic Ventricular Tachycardia)에 시행한 심율동전환제세동기(ICD) 삽입술에 대하여",2010-09-30,206,공개사례,,,,,
"진료내역 비교, Anomalous origin of RCA로 운동 중 발생한 심실세동에 시행한 심율동전환제세동기(ICD) 삽입술에 대하여",2010-09-30,210,공개사례,,,,,
"진료내역 비교, 심방세동 상병에 실시한 부정맥의 고주파절제술(RFA)에 대하여",2010-09-30,225,공개사례,,,,,
방실결절재진입 빈맥(AVNRT)에 임상전기생리학적검사(EPS) 시행 시 유도된 빈맥소견 없이 시행한 부정맥의고주파절제술(RFA)에 대하여,2010-09-30,219,공개사례,,,,,
척추협착 등 상병에 Pedicle screw system을 이용한 척추수술 대하여,2010-08-31,301,공개사례,,,,,
"척추의 결핵, 척추협착 상병에 시행한 척추수술에 대하여",2010-08-31,242,공개사례,,,,,
식도 및 하인두 악성신생물 상병에 식도악성종양근치수술(자240다)과 후두및하인두전적출술(자125)을 해당과를 달리하면서 각각 절개하여 시행시 수가산정방법에 대하여,2010-08-31,225,공개사례,,,,,
다발성 골수종 상병에 항암제 치료 중 예방적으로 투여한 조비락스정(성분명:Acyclovir 제제)에 대하여,2010-08-31,346,공개사례,,,,,
그레이브병(Graves’disease) 동반된 심방세동에 시행한 부정맥의 고주파절제술(RFA) 및 치료재료비용에 대하여,2010-07-28,252,공개사례,,,,,
자-187-3 대혈관전위증수술과 동시에 산정된 자-171 심방중격결손증수술에 대하여,2010-07-28,238,공개사례,,,,,
상행대동맥에 aortic root patch angioplasty 시행 후 청구한 자-203가 동맥류절제술에 대하여,2010-07-28,216,공개사례,,,,,
진료내역 참조 유방암 상병에 허셉틴주+파덱솔주 병용요법 후 허셉틴주 단독 투여에 대하여(2사례),2010-07-28,280,공개사례,,,,,
고실성형술 및 공동폐쇄유양동절제술시 산정된 유양동폐쇄술(자16-가(1)국소피판술의 50%)에 대하여(2사례),2010-06-30,224,공개사례,,,,,
류마티스 관절염 상병으로 엔브렐주(성분명: etanercept) 투여 후 lymphoma 진단되어 투여한 맙테라주(성분명: rituximab)에 대하여,2010-05-31,285,공개사례,,,,,
침습성 폐아스페르길루스증에 장기 투여한 Voriconazole 제제(품명:브이펜드정)에 대하여,2010-05-31,311,공개사례,,,,,
조직검사 없이 췌장암 진단 후 투여한 젬자주(성분명: Gemcitabine)에 대하여,2010-04-30,299,공개사례,,,,,
"폐암 상병에 젬자주+나벨빈주 투여 후 중단하여 3개월만에 악화 시 약제 재투여에 대하여 
 폐암 상병에 젬자주+나벨빈주 투여 후 중단하여 3개월만에 악화 시 약제 재투여에 대하여",2010-04-30,275,공개사례,,,,,
하-1 경혈침술과 하-10 레이저침술 동시 시술시 인정여부에 대하여,2010-04-30,272,공개사례,,,,,
외상성 뇌내출혈의 후유증에 투여한 donepezil HCL 경구제(품명 : 아리셉트정)에 대하여,2010-03-25,375,공개사례,,,,,
두개골조기봉합교정에 사용한 기구제거료 수가산정방법에 대하여,2010-03-25,222,공개사례,,,,,
유방암 상병에 보조요법으로 아드리아마이신주 사용 후 투여된 젬자주 + 나벨빈주에 대하여,2010-03-25,258,공개사례,,,,,
자-140 폐쐐기절제술 등 수술 후 사용한 국소지혈제에 대하여(3사례),2010-02-25,252,공개사례,,,,,
자-140 폐쐐기절제술과 동시에 산정된 자-148 흉막유착술에 대하여,2010-02-25,218,공개사례,,,,,
중피종 악성신생물 상병에 자-143 폐전적출술 등 수술과 동시 산정된 자-194 심막절제술에 대하여,2010-02-25,216,공개사례,,,,,
압박치료(MM190)의 인정 범위에 대하여,2010-01-29,531,공개사례,,,,,
성문상역 악성신생물 상병에 후두전적출및하인두부분적출술과 종격동림프절청소술을 진료과를 달리하면서 각각 절개하여 시행시 수가산정방법에 대하여,2010-01-29,207,공개사례,,,,,
"결장암 상병에 XELOX(젤로다+엘록사틴), FORFIRI, FOLFOX 치료 실패 후 투여된 XELIRI(젤로다+캠푸토)에 대하여",2009-12-31,245,공개사례,,,,,
항암화학요법 후 상승된 FSH 검사 결과비교 투여된 화레스톤정(성분명:toremifene citrate)에 대하여,2009-12-31,219,공개사례,,,,,
국소성 및 분절성 사구체 신염(FSGS)상병에 실시한 치료적성분채집술(혈장)에 대하여,2009-10-30,255,공개사례,,,,,
사지마비성 뇌성마비 등 상병에 전문재활치료 시행시기에 대하여,2009-09-29,673,공개사례,,,,,
간질상병에 시행한 다335다 양전자단층촬영(뇌)에 대하여,2009-09-29,233,공개사례,,,,,
급성심근경색증(STEMI)상병에 관상동맥스텐트 삽입술 도중 실시한 혈전제거술에 대하여,2009-09-29,315,공개사례,,,,,
진료내역 참조 프로톤 펌프 억제제(PPI)와 H2수용체 길항제 병용투여 인정여부에 대하여(5사례),2009-09-02,1178,공개사례,,,,,
진료내역 참조 tenecteplase 주사제(품명 : 메탈라제주) 인정여부,2009-09-02,230,공개사례,,,,,
진료내역 참조 소화기계 질환에 다종 투여된 약제 중 Prokinetics 제제 2종 병용투여 인정여부(4사례),2009-09-02,600,공개사례,,,,,
인공와우(Artificial Ear Cochlear Implant) 심의사례 (2사례),2009-07-03,253,공개사례,,,,,
인공관절 전치환술[고관절] 시 이미 유치된 체내고정용 금속제거시 수술료 별도 인정여부,2009-07-03,277,공개사례,,,,,
전이성 뇌종양(원발암 : 폐암) 상병에 실시한 뇌정위적 방사선수술의 인정여부,2009-05-26,254,공개사례,,,,,
동정맥 단락(AV Shunt) 폐쇄 상병에 동시 산정된 경피적 혈전용해술(Thrombolytic Treatment) 및 경피적 풍선혈관성형술(PTA) 인정여부,2009-05-26,367,공개사례,,,,,
양측 무릎 로봇 보조 인공관절 전치환술시 하지별로 각각 산정된 하지 전산화단층촬영(CT) 인정여부,2009-05-26,352,공개사례,,,,,
다종 산정된 Benzodiazepine계 약제 심사방안에 대하여,2009-05-26,744,공개사례,,,,,
소아 류마티스 관절염 상병에 19개월 휴약 후 재투여한 엔브렐주의 인정여부,2009-03-02,263,공개사례,,,,,
체절신경조절요법을 응용하여 실시한 분구침술(수지침) 및 구술(간접애주구)의 인정여부,2009-03-02,255,공개사례,,,,,
Sheehan's syndrome에 1회 검사로 3년 이상 장기 투여된 성장호르몬 주사제에 대하여(2사례),2009-01-16,362,공개사례,,,,,
